'jian'qiao'bei	建桥杯	011124.129632.121324	51111254.1234313432.12341324
'xi'bu'sai'qu	西部赛区	74.618052.467638.1345	125351.4143125152.44511221342534.1345
'xi'bu'lian'meng	西部联盟	74.618052.724334.813684	125351.4143125152.122111431134.2511351125221
'xi'bu'yin'hang'jing'ying'sai	西部银行精英赛	74.618052.9103.33112.687121.172514.467638	125351.4143125152.31115511534.332112.43123411212511.12225134.44511221342534
'xi'ya'tu'shui'shou'dui	西雅图水手队	74.793241.259041.2534.67.5234	125351.152332411121.25354441.2534.3112.5234
'xi'ya'tu'chao'yin'su	西雅图超音速	74.793241.259041.765380.6181.180234	125351.152332411121.25354441.121213453251.414312511.1251234454
'xi'li'qi	西里奇	74.81211.134182	125351.2511211.13412512
'xi'tian'rong'mei	西田荣美	74.83.174512.431114	125351.25121.122451234.431121134
'piao'qiu	飘球	741124.111244	125221112343534.11211241344
'piao'yi'liu	飘逸流	741124.358034.444155	125221112343534.35251354454.4414154325
'jia'jun	贾君	7428.01380	1252212534.5113251
'jia'sen'te'li	贾森特里	7428.121212.311914.81211	1252212534.123412341234.3121121124.2511211
'jia'sen'shi'mi'si	贾森史密斯	7428.121212.8034.466520.703312	1252212534.123412341234.25134.44545434252.122111343312
'jia'lei'er'ma'ding	贾雷尔马丁	7428.1683.35234.50.12	1252212534.1452444425121.35234.551.12
'jia'yi'ke'lao'de	贾伊克劳德	7428.32013.128035.174553.331285	1252212534.325113.1225135.1224553.332122522114544
'jia'qian	贾倩	7428.327121	1252212534.3211212511
'jia'xuan	贾玄	7428.4156	1252212534.41554
'jia'xuan'qi'zhe	贾玄七着	7428.4156.15.4382	1252212534.41554.15.43111325111
'jia'ma'er	贾马尔	7428.50.35234	1252212534.551.35234
'jia'ma'er'ni'er'sen	贾马尔尼尔森	7428.50.35234.0735.35234.121212	1252212534.551.35234.51335.35234.123412341234
'jia'ma'er'mu'lei	贾马尔穆雷	7428.50.35234.923813.1683	1252212534.551.35234.3123432511234333.1452444425121
'jia'ba'er	贾巴尔	7428.5215.35234	1252212534.5215.35234
'jia'ba'li	贾巴里	7428.5215.81211	1252212534.5215.2511211
'jia'si'ting'an'de'sen	贾斯汀安德森	7428.703312.4412.4659.331285.121212	1252212534.122111343312.44112.445531.332122522114544.123412341234
'jia'luo'de	贾罗德	7428.8490.331285	1252212534.25221354.332122522114544
'jia'zhi'ruo	贾知若	7428.9480.171380	1252212534.31134251.12213251
'yao'dian	要点	7459.218069	125221531.212514444
'yao'dao'pu	要倒扑	7459.321542.1024	125221531.3215412122.12124
'yao'wei	要位	7459.3261	125221531.3241431
'zui'quan	醉拳	754132.4367	125351141343412.4311343112
'pei'zhi	配置	75515.841227	1253511515.2522112251111
'jing'lan'zhi'ru	井揽直入	76.102235.1227.34	1132.121223142535.12251111.34
'jing'lan'zhi'ru	井栏直入	76.12431.1227.34	1132.123443111.12251111.34
'zou'qi	走棋	76.1270	1212134.123412211134
'jing'shang	井上	76.211	1132.211
'jing'shang'xiao'ping	井上孝平	76.211.19358.14312	1132.211.1213521.14312
'jing'shang'yin'shuo	井上因硕	76.211.251341.141328	1132.211.251341.13251132534
'jing'shang'dao'jie	井上道节	76.211.431384.1752	1132.211.431325111454.12252
'jing'shang'an'jie	井上安节	76.211.4659.1752	1132.211.445531.12252
'jing'shang'chun'shuo	井上春硕	76.211.7381.141328	1132.211.111342511.13251132534
'jing'shang'yao	井上要	76.211.7459	1132.211.125221531
'zou'bu	走步	76.21233	1212134.2121233
'zou'wei	走位	76.3261	1212134.3241431
'jing'lan'zhi'ru	井阑直入	76.421254.1227.34	1132.425125431234.12251111.34
'jing'kou'zhi'bo	井口知伯	76.80.9480.32381	1132.251.31134251.3232511
'yue'huan'zai'jiao	越环再搅	761554.111324.125211.106425	121213415534.11211324.125211.121443452535
'tang'zi'tui	趟子腿	762420.58.360344	121213424325251.521.3511511534454
'zhao'zhe'lun	赵哲伦	7634.103310.323435	121213434.1213312251.323435
'zhao'qi	赵琪	7634.1170	121213434.112112211134
'zhao'nan'zhe	赵南哲	7634.122542.103310	121213434.122543112.1213312251
'zhao'wei	赵威	7634.131594	121213434.131531534
'zhao'da'yuan	赵大元	7634.134.1135	121213434.134.1135
'zhao'da'xian	赵大贤	7634.134.225428	121213434.134.22542534
'zhao'zhi'xun	赵志燻	7634.1965.693129	121213434.1214544.433431254312114444
'zhao'shi'xiu	赵师秀	7634.23125.9253	121213434.231252.3123453
'zhao'min'xiu	赵敏秀	7634.310690.9253	121213434.31554143134.3123453
'zhao'yu'hong	赵余宏	7634.34112.461354	121213434.3411234.4451354
'zhao'shan'jin	赵善津	7634.431240.440112	121213434.431112431251.441511112
'zhao'dao'xin	赵道新	7634.431384.611232	121213434.431325111454.4143112343312
'zhao'han'cheng	赵汉乘	7634.4454.312214	121213434.44154.3122113534
'zhao'zhi'xun	赵治勋	7634.445480.802853	121213434.44154251.251253453
'zhao'zhi'yun	赵之云	7634.454.1154	121213434.454.1154
'zhao'shou'xun	赵守洵	7634.46124.443581	121213434.445124.441352511
'zhao'zi'ji	赵子骥	7634.58.502114	121213434.521.5512113525121122134
'zhao'ting	赵婷	7634.594142	121213434.531412514512
'zhao'xin'xing	赵新星	7634.611232.81371	121213434.4143112343312.251131121
'zhao'yan'lai	赵彦来	7634.613333.168	121213434.414313333.1431234
'zhao'xing'hua	赵兴华	7634.64134.323512	121213434.443134.323512
'zhao'jing'gao	赵镜镐	7634.916185.914120	121213434.3111541431251135.311154125125251
'jin'gong'ji'shu	进攻技术	76454.12190.101254.124	1132454.1213134.1211254.12344
'jin'gong'er'shi'si'miao'wei'li	进攻二十四秒违例	76454.12190.11.12.84.922343.115244.321322	1132454.1213134.11.12.25351.312342343.1152454.32135422
'jin'gong'wei'li	进攻违例	76454.12190.115244.321322	1132454.1213134.1152454.32135422
'jin'gong'ji'hui	进攻机会	76454.12190.1235.341154	1132454.1213134.123435.341154
'jin'gong'zhe	进攻者	76454.12190.19381	1132454.1213134.12132511
'jin'gong'xing'wei	进攻行为	76454.12190.33112.4354	1132454.1213134.332112.4354
'jin'gong'ren	进攻人	76454.12190.34	1132454.1213134.34
'jin'gong'ba'miao'miao'wei'li	进攻八秒秒违例	76454.12190.34.922343.922343.115244.321322	1132454.1213134.34.312342343.312342343.1152454.32135422
'jin'gong'lan'ban'qiu	进攻篮板球	76454.12190.372234.123354.111244	1132454.1213134.3143142231425221.12343354.11211241344
'jin'gong'xing'fa'qiu	进攻性发球	76454.12190.49371.53544.111244	1132454.1213134.44231121.53544.11211241344
'jin'gong'dui	进攻队	76454.12190.5234	1132454.1213134.5234
'jin'gong'dui'dui'yuan	进攻队队员	76454.12190.5234.5234.8028	1132454.1213134.5234.5234.2512534
'jin'gong'dui'yuan	进攻队员	76454.12190.5234.8028	1132454.1213134.5234.2512534
'jin'gong'xian'lu	进攻线路	76454.12190.551154.299080	1132454.1213134.55111534.2512121354251
'jin'gong'pei'he	进攻配合	76454.12190.75515.92	1132454.1213134.1253511515.341251
'jin'bu'zhi'dang'chui	进步指裆捶	76454.21233.103581.632401.103121	1132454.2121233.121352511.45234243511.12131212211
'jin'bu'ban'lan'chui	进步搬拦捶	76454.21233.109334.10431.103121	1132454.2121233.1213354143554.12143111.12131212211
'jin'bu'yun'shou	进步云手	76454.21233.1154.67	1132454.2121233.1154.3112
'jin'bu'zai'chui	进步栽捶	76454.21233.121124.103121	1132454.2121233.1211234534.12131212211
'jin'xing'chuan'sha	进行传杀	76454.33112.321154.3412	1132454.332112.321154.341234
'jin'jiao	进角	76454.35	1132454.3535112
'jin'lei	进垒	76454.545459	1132454.545454121
'jin'zhan	进站	76454.612180	1132454.4143121251
'qi'shi	起势	76515.103543	1212134515.12135453
'qi'pao'kong'zhi	起跑控制	76515.293555.104631.311252	1212134515.251212135515.12144534121.31125222
'qi'hao'shou'shi	起好手式	76515.5958.67.112154	1212134515.531521.3112.112154
'qi'shou'shi	起手式	76515.67.112154	1212134515.3112.112154
'chao'yi'liu	超一流	765380.1.444155	121213453251.1.4414154325
'chao'yi'liu'qi'shou	超一流棋手	765380.1.444155.1270.67	121213453251.1.4414154325.123412211134.3112
'chao'fen	超分	765380.3453	121213453251.3453
'chao'gao'mu	超高目	765380.412580.82	121213453251.4125125251.25111
'chao'ji'ya'jiu'li	超级亚久里	765380.55354.122.354.81211	121213453251.551354.122431.354.2511211
'chao'ji'ya'jiu'li'che'dui	超级亚久里车队	765380.55354.122.354.81211.77.5234	121213453251.551354.122431.354.2511211.1512.5234
'chao'ji'zheng'ba'zhan	超级争霸战	765380.55354.35012.161836.218014	121213453251.551354.355112.145244441221251123511.212511534
'chao'ji'jia'shi'zhi'zhao	超级驾驶执照	765380.55354.538050.508034.10354.815389	121213453251.551354.53251551.55125134.121354.2511532514444
'chao'ji'jia'zhao	超级驾照	765380.55354.538050.815389	121213453251.551354.53251551.2511532514444
'chao'yin'su	超音速	765380.6181.180234	121213453251.414312511.1251234454
'chao'ruan'tai	超软胎	765380.773534.365480	121213453251.15213534.351154251
'chao'shi'fu	超时负	765380.81124.3528	121213453251.2511124.352534
'chao'shi'sheng	超时胜	765380.81124.36371	121213453251.2511124.351131121
'chao'shi'fa'dian	超时罚点	765380.81124.844022.218069	121213453251.2511124.252214522.212514444
'chao'shen'qiu	超身球	765380.95.111244	121213453251.3251113.11211241344
'qu'xiang	趣向	767254.32580	121213412211154.325251
'che'wang	车王	77.11	1512.1121
'che'zai'she'xiang'tou	车载摄像头	77.121774.107254.323584.44134	1512.1211521534.1211221115454.3235251353334.44134
'che'su	车速	77.180234	1512.1251234454
'che'min'zhu	车敏洙	77.310690.443112	1512.31554143134.441311234
'che'xiu'quan	车修权	77.322903.1254	1512.322354333.123454
'che'ze'wu	车泽武	77.445412.112154	1512.44154112.11212154
'che'dui	车队	77.5234	1512.5234
'che'dui'jie'shao	车队介绍	77.5234.3432.555380	1512.5234.3432.55153251
'che'dui'ling'dui	车队领队	77.5234.344548.5234	1512.5234.34454132534.5234
'che'dui'zong'bu	车队总部	77.5234.438065.618052	1512.5234.432514544.4143125152
'che'dui'jing'li	车队经理	77.5234.555411.118121	1512.5234.55154121.11212511211
'che'dui'fang	车队方	77.5234.60	1512.5234.4153
'che'yi'zhai	车毅斋	77.613534.661322	1512.414313533343554.4134132522
'che'shou'jie'shao	车手介绍	77.67.3432.555380	1512.3112.3432.55153251
'che'shou'zong'cheng'ji	车手总成绩	77.67.438065.135534.557128	1512.3112.432514544.135534.55111212534
'che'shou'zong'guan'jun	车手总冠军	77.67.438065.451134.4577	1512.3112.432514544.451135124.451512
'che'shou'zhen'rong	车手阵容	77.67.5277.4693	1512.3112.521512.4453434251
'che'shou'ji'fen'bang	车手积分榜	77.67.928034.3453.126160	1512.3112.3123425134.3453.12344143454153
'che'lun'zhan	车轮战	77.773435.218014	1512.15213435.212511534
'che'shen	车身	77.95	1512.3251113
'zhuan'huan	转换	771154.103524	15211154.1213525134
'zhuan'bu'zhuan	转不转	771154.1324.771154	15211154.1324.15211154
'zhuan'xiang'guo'du	转向过度	771154.32580.124454.471854	15211154.325251.124454.413122154
'zhuan'xiang'bu'zu	转向不足	771154.32580.1324.29	15211154.325251.1324.2512134
'zhuan'jing'pao	转胫炮	771154.365411.693555	15211154.351154121.433435515
'zhuan'yao'shuan'kua	转腰涮胯	771154.367459.440722.361345	15211154.3511125221531.44151325222.3511134115
'zhuan'yi'qiu	转移球	771154.929090.111244	15211154.31234354354.11211241344
'zhuan'shen	转身	771154.95	15211154.3251113
'zhuan'shen'ban'lan'chui	转身搬拦捶	771154.95.109334.10431.103121	15211154.3251113.1213354143554.12143111.12131212211
'zhuan'shen'zuo'deng'jiao	转身左蹬脚	771154.95.13121.295711.361952	15211154.3251113.13121.2512121543341251431.35111215452
'zhuan'shen'deng'jiao	转身蹬脚	771154.95.295711.361952	15211154.3251113.2512121543341251431.35111215452
'zhuan'shen'bai'she'tu'xin	转身白蛇吐信	771154.95.381.264635.8019.3240	15211154.3251113.32511.25121444535.251121.324111251
'zhuan'shen'shuang'bai'lian	转身双摆莲	771154.95.5454.108414.177744	15211154.3251113.5454.1212522112154.1221512454
'zhuan'shen'lu'he	转身六合	771154.95.66.92	15211154.3251113.4134.341251
'zhan'xi'qiao	斩溪桥	773312.443954.129632	15213312.4413443554134.1234313432
'zhan'shou	斩手	773312.67	15213312.3112
'zan'ting	暂停	773381.324142	152133122511.32412514512
'shu'ying'xian	输赢先	773412.413624.31935	1521341251122.41525135112534354.312135
'lun'bi	轮臂	773435.072511	15213435.51325141431122511
'lun'huan'wei'zhi	轮换位置	773435.103524.3261.841227	15213435.1213525134.3241431.2522112251111
'lun'huan'fa'qiu'fa	轮换发球法	773435.103524.53544.111244.441954	15213435.1213525134.53544.11211241344.44112154
'lun'gu'zhao	轮毂罩	773435.194574.842182	15213435.1214515213554.2522121251112
'lun'tai'zhua'di'li	轮胎抓地力	773435.365480.103324.19525.53	15213435.351154251.1213324.121525.53
'lun'tai'zhua'di'li'cha'yi	轮胎抓地力差异	773435.365480.103324.19525.53.43121.515132	15213435.351154251.1213324.121525.53.431113121.515132
'lun'tai'bao'si	轮胎抱死	773435.365480.103555.1335	15213435.351154251.12135515.135435
'lun'tai'hu'qiang	轮胎护墙	773435.365480.10407.191241	15213435.351154251.1214513.12112431252511
'lun'tai'gong'zuo'wen'du	轮胎工作温度	773435.365480.121.323121.448184.471854	15213435.351154251.121.3231211.441251125221.413122154
'lun'tai'tong'yi	轮胎统一	773435.365480.554155.1	15213435.351154251.551415435.1
'lun'tai'li'hua	轮胎粒化	773435.365480.6861.3235	15213435.351154251.43123441431.3235
'lun'liu'gong'shou	轮流攻守	773435.444155.12190.46124	15213435.4414154325.1213134.445124
'gui'ji'quan	轨迹拳	7735.66454.4367	152135.413234454.4311343112
'gui'ji'quan'xue	轨迹拳学	7735.66454.4367.6458	152135.413234454.4311343112.44345521
'ruan'bing'qi'lei	软兵器类	773534.321214.808010.68134	15213534.3212134.2512511344251251.431234134
'ruan'tai	软胎	773534.365480	15213534.351154251
'ruan'zhe	软着	773534.4382	15213534.43111325111
'ruan'yin'ying'dui	软银鹰队	773534.9103.473239.5234	15213534.31115511534.413323241112135451.5234
'lian'ban	连扳	77454.103354	1512454.1213354
'lian'huan'jie	连环劫	77454.111324.195453	1512454.11211324.1215453
'lian'ji	连击	77454.1120	1512454.11252
'lian'zhu'pao	连珠炮	77454.113112.693555	1512454.1121311234.433435515
'lian'hui	连回	77454.25801	1512454.252511
'lian'bai'chang'shu	连败场数	77454.2890.19533.685990	1512454.25343134.121533.4312345313134
'lian'bai'ji'lu	连败纪录	77454.2890.55515.012414	1512454.25343134.551515.51124134
'lian'sheng	连胜	77454.36371	1512454.351131121
'lian'sheng'chang'shu	连胜场数	77454.36371.19533.685990	1512454.351131121.121533.4312345313134
'lian'sheng'ji'lu	连胜纪录	77454.36371.55515.012414	1512454.351131121.551515.51124134
'lian'xiao	连笑	77454.373134	1512454.3143143134
'lian'xu	连续	77454.551254	1512454.55112544134
'lian'xu'kou'sha	连续扣杀	77454.551254.1080.3412	1512454.55112544134.121251.341234
'qing'tiao	轻挑	775411.103414	152154121.121341534
'qing'cuo'gu'dao	轻撮谷道	775411.108174.93.431384	152154121.121251112211154.3434251.431325111454
'qing'diao'qiu	轻吊球	775411.8025.111244	152154121.251252.11211241344
'wa'lin'ka	瓦林卡	79.1212.21124	1554.12341234.21124
'wa'leng'zhang	瓦楞掌	79.128460.248067	1554.1234252214153.243452513112
'wa'tan	瓦碳	79.142019	1554.13251252134334
'wa'ta'ning	瓦塔宁	79.191792.4612	1554.121122341251.44512
'wa'yi'da	瓦伊达	79.32013.134454	1554.325113.134454
'wa'lun'ding	瓦伦丁	79.323435.12	1554.323435.12
'wa'lun'xi'ya	瓦伦西亚	79.323435.74.122	1554.323435.125351.122431
'wa'lun'xi'ya'jie'dao	瓦伦西亚街道	79.323435.74.122.331912.431384	1554.323435.125351.122431.332121121112.431325111454
'wa'lun'xi'ya'jie'dao'sai	瓦伦西亚街道赛	79.323435.74.122.331912.431384.467638	1554.323435.125351.122431.332121121112.431325111454.44511221342534
'wa'lun'xi'ya'gong'kai'sai	瓦伦西亚公开赛	79.323435.74.122.3454.1132.467638	1554.323435.125351.122431.3454.1132.44511221342534
'wa'lun'xi'ya'zhan	瓦伦西亚站	79.323435.74.122.612180	1554.323435.125351.122431.4143121251
'wa'er'mo'yun'dong	瓦尔莫运动	79.35234.178114.115444.115453	1554.35234.1222511134.1154454.115453
'wa'er'de'mai'er	瓦尔德迈尔	79.35234.331285.153454.35234	1554.35234.332122522114544.153454.35234
'wa'er'de'nei'er	瓦尔德内尔	79.35234.331285.2534.35234	1554.35234.332122522114544.2534.35234
'wa'lan'qiu'na'si	瓦兰丘纳斯	79.431.32121.552534.703312	1554.43111.32121.5512534.122111343312
'wa'na	瓦纳	79.552534	1554.5512534
'wa'lu'ye'fu	瓦鲁耶夫	79.9881.7252.1134	1554.352512112511.12211152.1134
'ya'ke'bi	雅可比	793241.1802.1535	152332411121.12512.1535
'ya'qu'yuan	雅趣园	793241.767254.251131	152332411121.121213412211154.2511351
'wu'zhen'yu	吴振宇	801134.101314.46112	2511134.1211311534.445112
'wu'shi'tai'ji'quan	吴式太极拳	801134.112154.1344.12354.4367	2511134.112154.1344.1234354.4311343112
'wu'shi'jing'jian'tai'ji'quan	吴式精简太极拳	801134.112154.687121.374281.1344.12354.4367	2511134.112154.43123411212511.3143144252511.1344.1234354.4311343112
'wu'tian	吴天	801134.1134	2511134.1134
'wu'yu'lin	吴玉林	801134.114.1212	2511134.11214.12341234
'wu'shu'hao	吴树浩	801134.125414.443190	2511134.123454124.4413121251
'wu'zi'tian	吴梓天	801134.126112.1134	2511134.12344143112.1134
'wu'xue	吴雪	801134.1601	2511134.14524444511
'wu'jing'ping	吴敬平	801134.173580.14312	2511134.122352513134.14312
'wu'gui'zhe	吴圭喆	801134.1919.198010	2511134.121121.121251121251
'wu'zhi'qi	吴志祺	801134.1965.6270	2511134.1214544.452412211134
'wu'shang'yin	吴尚垠	801134.242580.1903	2511134.24325251.121511534
'wu'tu	吴图	801134.259041	2511134.25354441
'wu'tu'wan'li'xu'xiu'rong	吴图万里须修容	801134.259041.153.81211.333138.322903.4693	2511134.25354441.153.2511211.333132534.322354333.4453434251
'wu'jian'rong	吴健荣	801134.320114.174512	2511134.3251111254.122451234
'wu'jia'duo	吴佳多	801134.321919.9090	2511134.32121121.354354
'wu'xiu'ling	吴修龄	801134.322903.213444	2511134.322354333.2121345234454
'wu'shi'tai'ji'quan	吴氏太极拳	801134.3515.1344.12354.4367	2511134.3515.1344.1234354.4311343112
'wu'shu	吴殳	801134.3554	2511134.3554
'wu'yue'jiao	吴月娇	801134.36.599632	2511134.3511.531313432
'wu'zhao'yi	吴肇毅	801134.407902.613534	2511134.45133134511112.414313533343554
'wu'song'sheng	吴淞笙	801134.441234.37371	2511134.44112343454.31431431121
'wu'qing'yuan	吴清源	801134.447121.441334	2511134.44111212511.4411332511234
'wu'qing'yuan'shi'dai	吴清源时代	801134.447121.441334.81124.32154	2511134.44111212511.4411332511234.2511124.32154
'wu'qi	吴麒	801134.4770	2511134.4135221151512211134
'wu'xin'yu	吴新宇	801134.611232.46112	2511134.4143112343312.445112
'wu'xiang'lin	吴祥麟	801134.624312.476892	2511134.4524431112.41352211515431234354152
'wu'qi	吴祺	801134.6270	2511134.452412211134
'wu'xiao'bang	吴晓邦	801134.811535.7352	2511134.2511153135.111352
'wu'kai	吴锴	801134.911531	2511134.31115153532511
'ye'gui	叶桂	8012.121919	25112.1234121121
'ye'ruo'ting	叶若挺	8012.171380.103194	25112.12213251.121312154
'ye'wen'zhi	叶文智	8012.66.948081	25112.4134.311342512511
'ye'ming'hui	叶明辉	8012.8136.241357	25112.25113511.243135451512
'ye'jin'jin	叶锦锦	8012.913815.913815	25112.3111532511252.3111532511252
