'jian'mo	建模	011124.121784	51111254.12341222511134
'tan'xing'ying'bian'he'su'xing'ying'bian	弹性应变和塑性应变	574382.49371.47641.6654.9280.431529.49371.47641.6654	51543251112.44231121.4134431.41223454.31234251.4315233511121.44231121.4134431.41223454
'tan'xing'jin'du'chang'liang	弹性劲度常量	574382.49371.541213.471854.248025.811811	51543251112.44231121.5412153.413122154.24345251252.251112511211
'tan'xing'bu'jian	弹性部件	574382.49371.618052.3231	51543251112.44231121.4143125152.323112
'tan'xing'lian'jie	弹性联接	574382.49371.724334.106159	51543251112.44231121.122111431134.12141431531
'tan'xing'lian'zhou'qi	弹性联轴器	574382.49371.724334.7783.808010	51543251112.44231121.122111431134.152125121.2512511344251251
'tan'xing'suo'pian	弹性锁片	574382.49371.912428.3215	51543251112.44231121.311152432534.3215
'dan'bian'kong'cheng	弹变空程	574382.6654.463411.928011	51543251112.41223454.44534121.312342511121
'chi'zhen	弛振	57525.101314	515525.1211311534
'qiang'yi'zhi'xing	强一致性	578026.1.154190.49371	515251251214.1.1541213134.44231121
'qiang'niu'chu'li	强扭处理	578026.105211.9024.118121	515251251214.1215211.35424.11212511211
'qiang'la'chu'li	强拉处理	578026.1061.9024.118121	515251251214.12141431.35424.11212511211
'qiang'ya'chu'li	强压处理	578026.13194.9024.118121	515251251214.131214.35424.11212511211
'qiang'zhi	强制	578026.311252	515251251214.31125222
'qiang'zhi'bao'hu	强制保护	578026.311252.328012.10407	515251251214.31125222.322511234.1214513
'qiang'zhi'hou'tai'da'kai	强制后台打开	578026.311252.33180.5480.1012.1132	515251251214.31125222.331251.54251.12112.1132
'qiang'zhi'fang'wen'kong'zhi	强制访问控制	578026.311252.4060.4280.104631.311252	515251251214.31125222.454153.425251.12144534121.31125222
'qiang'zhi'dui'liu	强制对流	578026.311252.54124.444155	515251251214.31125222.54124.4414154325
'qiang'jian'xing	强健性	578026.320114.49371	515251251214.3251111254.44231121
'qiang'jian'xing'chu'li	强健性处理	578026.320114.49371.9024.118121	515251251214.3251111254.44231121.35424.11212511211
'qiang'xing'xian'shi	强行显示	578026.33112.8122.11234	515251251214.332112.251122431.11234
'qiang'fan'xing	强反型	578026.3354.113229	515251251214.3354.113222121
'qiang'po'zhen'dong	强迫振动	578026.381454.101314.115453	515251251214.32511454.1211311534.115453
'qiang'po'zhen'dang	强迫振荡	578026.381454.101314.174453	515251251214.32511454.1211311534.122441533
'qiang'liu'dian'zi'guang'xue	强流电子光学	578026.444155.815.58.24135.6458	515251251214.4414154325.25115.521.243135.44345521
'qiang'du'xue'ruo	强度削弱	578026.471854.242512.574151	515251251214.413122154.243251122.5154151541
'qiang'lei'xing	强类型	578026.68134.113229	515251251214.431234134.113222121
'qiang'lian'tong'tu	强连通图	578026.77454.542514.259041	515251251214.1512454.5425112454.25354441
'qiang'lian'tong'fen'zhi	强连通分支	578026.77454.542514.3453.1254	515251251214.1512454.5425112454.3453.1254
'qiang'lian'tong'wen'ti	强连通问题	578026.77454.542514.4280.811218	515251251214.1512454.5425112454.425251.251112134132534
'qiang'ming'cheng	强名称	578026.9080.923524	515251251214.354251.3123435234
'zi'ceng	子层	58.071154	521.5131154
'zi'cha'jian'ban	子插件板	58.103127.3231.123354	521.121312321511.323112.12343354
'zi'mo'shi	子模式	58.121784.112154	521.12341222511134.112154
'zi'dai'bian'ma	子带编码	58.122245.554077.1450	521.122245252.551451325122.13251551
'zi'ban	子板	58.123354	521.12343354
'zi'ji'gou	子机构	58.1235.123554	521.123435.12343554
'zi'yang'ben	子样本	58.124312.121	521.1234431112.12341
'zi'kuai'bian'ma	子块编码	58.195134.554077.1450	521.1215134.551451325122.13251551
'zi'jian'kong'cheng'xu	子监控程序	58.223144.104631.928011.4754	521.2231425221.12144534121.312342511121.4135452
'zi'wang	子网	58.253434	521.253434
'zi'wang'ceng'ci	子网层次	58.253434.071154.413534	521.253434.5131154.413534
'zi'wang'yan'ma	子网掩码	58.253434.101345.1450	521.253434.12113425115.13251551
'zi'wang'fang'wen'xie'yi	子网访问协议	58.253434.4060.4280.125344.40434	521.253434.454153.425251.125344.45434
'zi'wang'men	子网门	58.253434.42	521.253434.425
'zi'wang'du	子网度	58.253434.471854	521.253434.413122154
'zi'tu	子图	58.259041	521.25354441
'zi'tu'pi'pei	子图匹配	58.259041.1355.75515	521.25354441.1355.1253511515
'zi'li'cheng	子例程	58.321322.928011	521.32135422.312342511121
'zi'zuo'ye	子作业	58.323121.22	521.3231211.22431
'zi'ren'wu	子任务	58.32319.9053	521.323121.35453
'zi'ren'wu'chu'li	子任务处理	58.32319.9053.9024.118121	521.323121.35453.35424.11212511211
'zi'ji	子集	58.324172	521.324111211234
'zi'ji'fu'gai	子集覆盖	58.324172.743330.431184	521.324111211234.125221332312511354.43112125221
'zi'fen'pei	子分配	58.3453.75515	521.3453.1253511515
'zi'fen'pei'wen'jian	子分配文件	58.3453.75515.66.3231	521.3453.1253511515.4134.323112
'zi'xi'tong	子系统	58.356234.554155	521.3554234.551415435
'zi'ju	子句	58.3580	521.35251
'zi'ju'yu'fa	子句语法	58.3580.401250.441954	521.35251.451251251.44112154
'zi'cai'yang	子采样	58.3912.124312	521.34431234.1234431112
'zi'yu'yan	子语言	58.401250.40	521.451251251.4111251
'zi'chi'dui'lie	子池队列	58.44525.5234.1322	521.441525.5234.135422
'zi'zi'jie'ji'ti'huan	子字节集替换	58.4658.1752.324172.113411.103524	521.445521.12252.324111211234.113411342511.1213525134
'zi'gong'dian'miao'ji'shu	子宫电描记术	58.468080.815.101783.40515.124	521.445251251.25115.12112225121.45515.12344
'zi'dui'lie	子队列	58.5234.1322	521.5234.135422
'zi'sun	子孙	58.58234	521.521234
'zi'fang'fa	子方法	58.60.441954	521.4153.44112154
'zi'yin'fu'yin	子音辅音	58.6181.771254.6181	521.414312511.15211251124.414312511
'zi'wen'ben'ti'huan	子文本替换	58.66.121.113411.103524	521.4134.12341.113411342511.1213525134
'zi'lei	子类	58.68134	521.431234134
'zi'jin'cheng	子进程	58.76454.928011	521.1132454.312342511121
'zi'gui'ji	子轨迹	58.7735.66454	521.152135.413234454
'zi'chuan	子串	58.80802	521.2512512
'zi'chuan'pi'pei	子串匹配	58.80802.1355.75515	521.2512512.1355.1253511515
'zi'mu'biao	子目标	58.82.121124	521.25111.123411234
'zi'cheng'xu	子程序	58.928011.4754	521.312342511121.4135452
'zi'cheng'xu'zhi'zhen	子程序指针	58.928011.4754.103581.9112	521.312342511121.4135452.121352511.3111512
'zi'cheng'xu'can'shu	子程序参数	58.928011.4754.541343.685990	521.312342511121.4135452.54134333.4312345313134
'zi'duan	子段	58.973554	521.321113554
'cheng'zai'mian'ji	承载面积	581154.121774.132521.928034	52111534.1211521534.132522111.3123425134
'cheng'zai'ye'wu	承载业务	581154.121774.22.9053	52111534.1211521534.22431.35453
'cheng'zai'neng'li	承载能力	581154.121774.542515.53	52111534.1211521534.5425113535.53
'cheng'zai'liang'xi'shu	承载量系数	581154.121774.811811.356234.685990	52111534.1211521534.251112511211.3554234.4312345313134
'cheng'ya'pan	承压盘	581154.13194.9384	52111534.131214.33541425221
'cheng'nuo	承诺	581154.401710	52111534.4512213251
'cheng'zhou'jie'gou	承轴结构	581154.7783.551980.123554	52111534.152125121.551121251.12343554
'gu'er'xiao'xi	孤儿消息	583354.35.442421.38265	52133544.35.4412432511.3251114544
'gu'zi'ji'guang'qi	孤子激光器	583354.58.443810.24135.808010	52133544.521.4413251141533134.243135.2512511344251251
'ji'gua'zhi	妓瓜窒	591254.33544.463419	5311254.33544.44534154121
'mei'ti	媒体	591812.32121	531122111234.3212341
'mei'ti'kong'zhi'jie'kou	媒体控制接口	591812.32121.104631.311252.106159.80	531122111234.3212341.12144534121.31125222.12141431531.251
'mei'ti'fang'wen'kong'zhi	媒体访问控制	591812.32121.4060.4280.104631.311252	531122111234.3212341.454153.425251.12144534121.31125222
'mei'ti'chi	媒体池	591812.32121.44525	531122111234.3212341.441525
'mei'zhi	媒质	591812.331228	531122111234.33122534
'mei'jie'yu	媒介语	591812.3432.401250	531122111234.3432.451251251
'jie'fu'chen	姐夫陈	5927.1134.521524	53125111.1134.5215234
'hao'qun'tui'jian	好群推荐	5958.013802.103241.171328	531521.5113251431112.12132411121.122132521
'yu'wen'za'bao	娱闻杂报	598014.4272.3512.105254	5312511134.425122111.351234.1215254
'fang'dian'quan	方垫圈	60.103549.254351	4153.121354121.25431134551
'fang'kuo'hua	方括花	60.1096.173235	4153.121312251.1223235
'fang'kuo'hu'fa	方括弧法	60.1096.573354.441954	4153.121312251.51533544.44112154
'fang'xing'xu'dian'chi	方形蓄电池	60.113233.174153.815.44525	4153.1132333.1224155425121.25115.441525
'fang'xing'xiang'su	方形像素	60.113233.323584.715624	4153.1132333.3235251353334.1121554234
'fang'kuai'dian'zu	方块电阻	60.195134.815.5227	4153.1215134.25115.5225111
'fang'tu'yuan'luo'mu	方凸缘螺母	60.21251.555513.268354.06	4153.21251.551551353334.25121425121554234.55414
'fang'luo'mu	方螺母	60.268354.06	4153.25121425121554234.55414
'fang'xiang'kong'zhi'fa	方向控制阀	60.32580.104631.311252.423214	4153.325251.12144534121.31125222.425321534
'fang'xiang'xiang'liang	方向向量	60.32580.32580.811811	4153.325251.325251.251112511211
'fang'xiang'fu'hao	方向符号	60.32580.373214.8015	4153.325251.31431432124.25115
'fang'xiang'lv'bo'qi	方向滤波器	60.32580.448765.445324.808010	4153.325251.4412153154544.44153254.2512511344251251
'fang'xiang'xing	方向性	60.32580.49371	4153.325251.44231121
'fang'xiang'xing'zeng'yi	方向性增益	60.32580.49371.194321.431344	4153.325251.44231121.121432524312511.4313425221
'fang'xiang'xiao'ying	方向效应	60.32580.663490.47641	4153.325251.4134343134.4134431
'fang'wei'biao'zhi	方位标志	60.3261.121124.1965	4153.3241431.123411234.1214544
'fang'wei'jiao'ci'ji'lu	方位角磁记录	60.3261.35.144316.40515.012414	4153.3241431.3535112.13251431554554.45515.51124134
'fang'wei'zhu'yi	方位主义	60.3261.411.434	4153.3241431.41121.434
'fang'wei'yin'dao'dan'yuan	方位引导单元	60.3261.572.515124.438112.1135	4153.3241431.5152.515124.43251112.1135
'fang'wei'xian'shi'qi	方位显示器	60.3261.8122.11234.808010	4153.3241431.251122431.11234.2512511344251251
'fang'xie'dian'quan	方斜垫圈	60.341122.103549.254351	4153.34112344412.121354121.25431134551
'fang'xiang'fa	方箱法	60.371282.441954	4153.314314123425111.44112154
'fang'yan'xue	方言学	60.40.6458	4153.4111251.44345521
'fang'tou'mu'luo'ding	方头木螺钉	60.44134.12.268354.9112	4153.44134.1234.25121425121554234.3111512
'fang'tou'tu'yuan'luo'ding	方头凸缘螺钉	60.44134.21251.555513.268354.9112	4153.44134.21251.551551353334.25121425121554234.3111512
'fang'tou'luo'ding	方头螺钉	60.44134.268354.9112	4153.44134.25121425121554234.3111512
'fang'fa'nei'bu'lei	方法内部类	60.441954.2534.618052.68134	4153.44112154.2534.4143125152.431234134
'fang'fa'wu'cha	方法误差	60.441954.408014.43121	4153.44112154.452511134.431113121
'fang'fa'ku	方法库	60.441954.4777	4153.44112154.4131512
'fang'fa'duo'tai	方法多态	60.441954.9090.134465	4153.44112154.354354.13444544
'fang'bo	方波	60.445324	4153.44153254
'fang'bo'fa'sheng'qi	方波发生器	60.445324.53544.371.808010	4153.44153254.53544.31121.2512511344251251
'fang'an'tu	方案图	60.465912.259041	4153.4455311234.25354441
'fang'an'she'ji	方案设计	60.465912.403554.4012	4153.4455311234.453554.4512
'fang'kong'yuan'dian'quan	方孔圆垫圈	60.585.258021.103549.254351	4153.5215.2525125341.121354121.25431134551
'xuan'bang'luo'ding	旋棒螺钉	603108.127312.268354.9112	41533152134.123411134112.25121425121554234.3111512
'xuan'ci'zhen'dang'qi	旋磁振荡器	603108.144316.101314.174453.808010	41533152134.13251431554554.1211311534.122441533.2512511344251251
'xuan'ci'bi	旋磁比	603108.144316.1535	41533152134.13251431554554.1535
'xuan'ci'lv'bo'qi	旋磁滤波器	603108.144316.448765.445324.808010	41533152134.13251431554554.4412153154544.44153254.2512511344251251
'xuan'ci'xian'fu'qi	旋磁限幅器	603108.144316.5203.251803.808010	41533152134.13251431554554.52511534.252125125121.2512511344251251
'xuan'ci'mei'zhi	旋磁媒质	603108.144316.591812.331228	41533152134.13251431554554.531122111234.33122534
'xuan'ci'xiao'ying	旋磁效应	603108.144316.663490.47641	41533152134.13251431554554.4134343134.4134431
'xuan'ci'qi'jian	旋磁器件	603108.144316.808010.3231	41533152134.13251431554554.2512511344251251.323112
'xuan'jin'yu'liang	旋紧余量	603108.225454.34112.811811	41533152134.2254554234.3411234.251112511211
'xuan'pian'zhen'kong'beng	旋片真空泵	603108.3215.122734.463411.142534	41533152134.3215.1225111134.44534121.132512534
'xuan'xiang	旋向	603108.32580	41533152134.325251
'xuan'rao'bi	旋绕比	603108.551535.1535	41533152134.551153135.1535
'xuan'zhuan'huan	旋转环	603108.771154.111324	41533152134.15211154.11211324
'xuan'zhuan'shi'mi'feng	旋转式密封	603108.771154.112154.466520.191914	41533152134.15211154.112154.44545434252.121121124
'xuan'zhuan'kai'guan	旋转开关	603108.771154.1132.4334	41533152134.15211154.1132.431134
'xuan'zhuan'yun'dong	旋转运动	603108.771154.115444.115453	41533152134.15211154.1154454.115453
'xuan'zhuan'qu'mian	旋转曲面	603108.771154.25171.132521	41533152134.15211154.251221.132522111
'xuan'zhuan'zhi'jiao'huan'ji	旋转制交换机	603108.771154.311252.6634.103524.1235	41533152134.15211154.31125222.413434.1213525134.123435
'xuan'zhuan'guan'jie	旋转关节	603108.771154.4334.1752	41533152134.15211154.431134.12252
'xuan'zhuan'ding'wei'shou'lun'zuo	旋转定位手轮座	603108.771154.461214.3261.67.773435.473439	41533152134.15211154.44512134.3241431.3112.15213435.4133434121
'xuan'zhuan'li'ju	旋转力矩	603108.771154.53.941515	41533152134.15211154.53.311341515
'xuan'zhuan'bian'huan	旋转变换	603108.771154.6654.103524	41533152134.15211154.41223454.1213525134
'xuan'zhuan'bian'ya'qi	旋转变压器	603108.771154.6654.13194.808010	41533152134.15211154.41223454.131214.2512511344251251
'xuan'zhuan'zhuan'ju	旋转转矩	603108.771154.771154.941515	41533152134.15211154.15211154.311341515
'xuan'zhuan'zhou	旋转轴	603108.771154.7783	41533152134.15211154.152125121
'xuan'liang	旋量	603108.811811	41533152134.251112511211
'xuan'dian'mei'zhi	旋电媒质	603108.815.591812.331228	41533152134.25115.531122111234.33122534
'shi'kong'xi'tong	施控系统	603155.104631.356234.554155	415331525.12144534121.3554234.551415435
'shi'kong'zhuang'zhi	施控装置	603155.104631.412194.841227	415331525.12144534121.412121413534.2522112251111
'shi'gong'tu	施工图	603155.121.259041	415331525.121.25354441
'shi'gong'dian'ti	施工电梯	603155.121.815.124353	415331525.121.25115.12344351523
'shi'shi'dong'zuo'dong'ci	施事动作动词	603155.180012.115453.323121.115453.405180	415331525.12515112.115453.3231211.115453.4551251
'shi'zhu	施主	603155.411	415331525.41121
'shi'zhu'hao'jin	施主耗尽	603155.411.7167.07444	415331525.41121.1112343115.513444
'shi'wei'xing	施为性	603155.4354.49371	415331525.4354.44231121
'shi'mi'te'chu'fa'qi	施密特触发器	603155.466520.311914.3526.53544.808010	415331525.44545434252.3121121124.3535112251214.53544.2512511344251251
'fang'da'bi'li	放大比例	6090.134.1535.321322	41533134.134.1535.32135422
'fang'xiang'tou	放象头	6090.358034.44134	41533134.35251353334.44134
'fang'qi'xu'lie	放弃序列	6090.415412.4754.1322	41533134.4154132.4135452.135422
'fang'suo	放缩	6090.554631	41533134.55144532132511
'fang'dian	放电	6090.815	41533134.25115
'fang'dian'te'xing'qu'xian	放电特性曲线	6090.815.311914.49371.25171.551154	41533134.25115.3121121124.44231121.251221.55111534
'fang'dian'lv	放电率	6090.815.415642	41533134.25115.41554413412
'fang'she'mian'yi'yi'qi	放射免疫仪器	6090.95124.358035.483554.32434.808010	41533134.3251113124.3525135.413413554.32434.2512511344251251
'fang'she'zi'xian'ying	放射自显影	6090.95124.382.8122.814123	41533134.3251113124.325111.251122431.251141251234333
'fang'she'xing'he'su	放射性核素	6090.95124.49371.124154.715624	41533134.3251113124.44231121.1234415334.1121554234
'li'ji'xia'zai	立即下载	61.0352.124.121774	41431.5115452.124.1211521534
'li'ji'di'zhi	立即地址	61.0352.19525.1921	41431.5115452.121525.1212121
'li'mian'tu	立面图	61.132521.259041	41431.132522111.25354441
'li'ti'pi'pei	立体匹配	61.32121.1355.75515	41431.3212341.1355.1253511515
'li'ti'sheng	立体声	61.32121.195213	41431.3212341.1215213
'li'ti'sheng'guang'bo	立体声广播	61.32121.195213.47.103683	41431.3212341.1215213.413.121343123425121
'li'ti'sheng'chang'pian	立体声唱片	61.32121.195213.808181.3215	41431.3212341.1215213.25125112511.3215
'li'ti'sheng'dian'shi	立体声电视	61.32121.195213.815.622535	41431.3212341.1215213.25115.45242535
'li'ti'yin'shua'she'bei	立体印刷设备	61.32121.35152.072522.403554.9083	41431.3212341.35152.51325222.453554.35425121
'li'ti'zi	立体字	61.32121.4658	41431.3212341.445521
'li'ti'shi'jue	立体视觉	61.32121.622535.642535	41431.3212341.45242535.443452535
'li'ti'xian'shi	立体显示	61.32121.8122.11234	41431.3212341.251122431.11234
'li'ti'ying'she	立体映射	61.32121.812514.95124	41431.3212341.251125134.3251113124
'li'ti'ying'xiang	立体影像	61.32121.814123.323584	41431.3212341.251141251234333.3235251353334
'li'ti'dian'shi	立体电视	61.32121.815.622535	41431.3212341.25115.45242535
'li'ding'chu'li	立定处理	61.461214.9024.118121	41431.44512134.35424.11212511211
'li'fang	立方	61.60	41431.4153
'li'fang'ti'wang	立方体网	61.60.32121.253434	41431.4153.3212341.253434
'li'fang'lian'jie'jie'gou	立方连接结构	61.60.77454.106159.551980.123554	41431.4153.1512454.12141431531.551121251.12343554
'xin'jian'an'niu	新建按钮	611232.011124.104659.915211	4143112343312.51111254.121445531.311155211
