君士坦丁堡	01380.19.19811.12.328019
孟买	5884.544134
姆塞义德	5906.46781.434.3312
姆塞义德	5906.467819.434.331285
姆巴拉兹	5906.5215.1061.43565
姆巴拉兹	5906.5215.1061.435656
姆巴巴内	5906.5215.5215.2534
姆皮吉	5906.532.1980
姆皮吉	5906.53254.1980
姑婆山	5912.44532.20
姑婆山	591280.445329.20
姑嫂塔	5912.599.1917
姑嫂塔	591280.599824.191794
妙应寺白塔	592.476.19124.381.1917
妙应寺白塔	592343.4764.19124.381.191794
妙香山	592.9281.20
妙香山	592343.9281.20
姚存天祚岩题名石刻	5934.13258.1134.6231.2014.8176.90.14.41533
姚存天祚岩题名石刻	593414.13258.1134.623121.2014.817618.9080.14.415332
妈祖阁	5950.622.429
妈祖阁	5950.6227.429080
努比亚遗迹	5954.1535.122.80212.664
努比亚遗迹	595453.1535.122.802124.66454
努美阿	5954.431.5218
努美阿	595453.431114.521802
努库诺努	5954.477.40173.5954
努库诺努	595453.4777.401710.595453
努库阿洛法	5954.477.5218.4490.44
努库阿洛法	595453.4777.521802.449080.441954
努西贝岛	5954.74.28.962
努西贝岛	595453.74.28.9620
努瓦克肖特	5954.79.12803.2411.3119
努瓦克肖特	595453.79.128035.2411.311914
努瓦迪布	5954.79.8345.1325
努瓦迪布	595453.79.83454.1325
怒江	59546.44121
怒江	595465.44121
好太王碑	595.1344.11.1438
好太王碑	5958.1344.11.143812
好莱坞	595.17168.19355
好莱坞	5958.17168.193551
好莱坞永生公墓	595.17168.19355.455.371.3454.178119
好莱坞永生公墓	5958.17168.193551.45534.371.3454.178119
好望角	595.4153.35
好望角	5958.415361.35
姬路城	5972.299.1913
姬路城	5972.299080.191354
方塔	60.1917
方塔	60.191794
方山	60.20
方山长屿硐天	60.20.3154.2015.142510.1134
方山长屿硐天	60.20.3154.20151.142510.1134
方岩书院	60.2014.5524.524
方岩书院	60.2014.5524.524615
方尖石塔	60.2341.14.1917
方尖石塔	60.234134.14.191794
旅顺博物馆	603.3221.121254.313.304
旅顺博物馆	603134.322138.121254.313533.304621
施琅墓	6031.1140.178119
施琅墓	603155.11403.178119
施耐庵墓	6031.132524.471345.178119
施耐庵墓	603155.132524.471345.178119
放生桥	609.371.129
放生桥	6090.371.129432
放生池	609.371.4452
放生池	6090.371.44525
立陶宛	61.52359.46905
立陶宛	61.523592.469055
辛特拉人文景观	6112.3119.1061.34.66.814.5425
辛特拉人文景观	6112.311914.1061.34.66.814124.542535
辛亥革命武昌起义纪念馆	6112.415334.18.3418.1121.8181.765.434.555.34456.304
辛亥革命武昌起义纪念馆	6112.415334.18.341802.112154.8181.76515.434.55515.344565.304621
新尼克里	611.0735.12803.812
新尼克里	611233.0735.128035.81211
新拉纳克	611.1061.5525.12803
新拉纳克	611233.1061.552534.128035
新天地	611.1134.195
新天地	611233.1134.19525
新天鹅堡	611.1134.31215.328019
新天鹅堡	611233.1134.312156.328019
新南威尔士美术馆	611.1225.1315.3523.19.431.124.304
新南威尔士美术馆	611233.122542.131594.35234.19.431114.124.304621
新梅斯托	611.1231.7033.10315
新梅斯托	611233.123106.7033.10315
新大久保	611.134.354.3280
新大久保	611233.134.354.328012
新赫罗那	611.193234.849.51
新赫罗那	611233.193234.8490.5152
新教徒墓地	611.1935.337.178119.195
新教徒墓地	611233.193580.3376.178119.19525
新帕扎尔	611.2538.105.3523
新帕扎尔	611233.25381.105.35234
新奥尔良	611.3256.3523.403
新奥尔良	611233.325684.35234.403
新乐新石器时代遗址	611.352.611.14.80801.811.32154.80212.1921
新乐新石器时代遗址	611233.35234.611233.14.808010.81124.32154.802124.1921
新乐遗址	611.352.80212.1921
新乐遗址	611233.35234.802124.1921
新普利默斯	611.4322.922.861.7033
新普利默斯	611233.432281.9222.861344.7033
新义州	611.434.4342
新义州	611233.434.434242
新鸿	611.441216
新鸿	611233.441216
新洞人遗址	611.4425.34.80212.1921
新洞人遗址	611233.442510.34.802124.1921
新洲	611.44434
新洲	611233.444342
新泻	611.44451
新泻	611233.444511
新泻友谊园	611.44451.1354.4046.251
新泻友谊园	611233.444511.1354.404627.251131
新泽西州	611.445412.74.4342
新泽西州	611233.445412.74.434242
新潟	611.44983
新潟	611233.449839
新罕布什尔州	611.45112.1325.3212.3523.4342
新罕布什尔州	611233.45112.1325.3212.35234.434242
新安江龙舟漂流	611.465.44121.13534.93.44741.444
新安江龙舟漂流	611233.4659.44121.13534.93.447414.444155
新安江铜官峡	611.465.44121.912.462.20143
新安江铜官峡	611233.4659.44121.912510.462511.201434
新阿姆斯特丹	611.5218.5906.7033.3119.3541
新阿姆斯特丹	611233.521802.5906.7033.311914.3541
新阳光日化	611.528.24.81.3235
新阳光日化	611233.5281.2435.81.3235
新加坡	611.538.19532
新加坡	611233.5380.195324
新加坡市	611.538.19532.4125
新加坡市	611233.5380.195324.4125
新圣萨尔瓦多	611.5419.17526.3523.79.909
新圣萨尔瓦多	611233.5419.175263.35234.79.9090
新柔长堤	611.5412.3154.19817
新柔长堤	611233.5412.3154.198176
新疆民街	611.571.5151.3319
新疆民街	611233.571911.51515.331912
新泰市联社招待所	611.732.4125.724.62.10538.33191.335
新泰市联社招待所	611233.732414.4125.724334.6219.105380.331914.335133
新西伯利亚	611.74.32381.922.122
新西伯利亚	611233.74.32381.9222.122
新西兰	611.74.43
新西兰	611233.74.43
新喀里多尼亚	611.80469.812.909.0735.122
新喀里多尼亚	611233.804690.81211.9090.0735.122
新喀里多尼亚法国	611.80469.812.909.0735.122.44.2
新喀里多尼亚法国	611233.804690.81211.9090.0735.122.441954.251141
新墨西哥州	611.8619.74.1802.4342
新墨西哥州	611233.8619.74.180212.434242
帝王树	6125.11.125
帝王树	6125.11.125414
帝国大厦	6125.2.134.13138
帝国大厦	6125.251141.134.131380
帝力	6125.53
靖远寺	617.11354.19124
靖远寺	617121.113544.19124
靖宇陵园	617.46112.5219.251
靖宇陵园	617121.46112.521930.251131
靖边营遗址	617.5345.17458.80212.1921
靖边营遗址	617121.53454.174580.802124.1921
童子寺燃灯塔	61812.58.19124.699.691.1917
童子寺燃灯塔	618121.58.19124.699019.6912.191794
意大利	618.134.922
意大利	618165.134.9222
祆神楼	62113.6283.126
祆神楼	621134.6283.126859
福克兰群岛	621.12803.43.0138.962
福克兰群岛	621803.128035.43.013802.9620
福山	621.20
福山	621803.20
福冈	621.2534
福冈	621803.2534
福胜寺	621.363.19124
福胜寺	621803.36371.19124
福州	621.4342
福州	621803.434242
福缘寺	621.5555.19124
福缘寺	621803.555513.19124
福斯	621.7033
福斯	621803.7033
福里德布尔	621.812.3312.1325.3523
福里德布尔	621803.81211.331285.1325.35234
祖玛金字塔	622.1150.91.4658.1917
祖玛金字塔	6227.1150.91.4658.191794
祖韦拉特	622.1152.1061.3119
祖韦拉特	6227.1152.1061.311914
祖师塔	622.231.1917
祖师塔	6227.23125.191794
祖氏石坊	622.3515.14.1960
祖氏石坊	6227.3515.14.1960
祖巴拉考古遗址	622.5215.1061.1931.1280.80212.1921
祖巴拉考古遗址	6227.5215.1061.19315.1280.802124.1921
祖越寺	622.761.19124
祖越寺	6227.761554.19124
祈风石刻群	623.353.14.41533.0138
祈风石刻群	6233.3534.14.415332.013802
祗园寺	62351.251.19124
祗园寺	623514.251131.19124
神木园	6283.12.251
神木园	6283.12.251131
神龙川	6283.13534.322
神龙岛	6283.13534.962
神龙岛	6283.13534.9620
神山	6283.20
神乐署	6283.352.8419
神乐署	6283.35234.841931
神户	6283.67
神州半岛	6283.4342.432.962
神州半岛	6283.434242.432.9620
神农架	6283.453.53801
神农架	6283.453534.538012
神农祭坛	6283.453.9011.19115
神农祭坛	6283.453534.901124.191154
神秘大峡谷	6283.9265.134.20143.94
神秘大峡谷	6283.9265.134.201434.94
兴南	6434.1225
兴南	6434.122542
兴城温泉	6434.1913.4481.3812
兴城温泉	6434.191354.448184.381254
兴源寺	6434.44133.19124
兴源寺	6434.441334.19124
兴安	6434.465
兴安	6434.4659
兴隆寺	6434.52901.19124
兴隆寺	6434.529011.19124
兴隆温泉	6434.52901.4481.3812
兴隆温泉	6434.529011.448184.381254
兴圣教寺塔	6434.5419.1935.19124.1917
兴圣教寺塔	6434.5419.193580.19124.191794
觉山寺	642.20.19124
觉山寺	642535.20.19124
觉生寺	642.371.19124
觉生寺	642535.371.19124
觉悟社旧址	642.4912.62.281.1921
觉悟社旧址	642535.491250.6219.281.1921
学步桥	64.212.129
学步桥	6458.21233.129432
巣鸭	648112.8396
必背瑶寨	65.2113.1139.467812
必背瑶寨	65.211351.113992.467812
文天样祠	66.1134.1243.6251
文天样祠	66.1134.12432.625180
六顶山渤海墓群	66.12132.20.44124.4431.178119.0138
六顶山渤海墓群	66.121328.20.441243.443106.178119.013802
文殊殿	66.1331.07183
文殊殿	66.133112.071834
文殊院	66.1331.524
文殊院	66.133112.524615
文莱	66.17168
文茨皮尔斯	66.174134.532.3523.7033
文茨皮尔斯	66.174134.53254.35234.7033
文峰公园	66.209.3454.251
文峰公园	66.209071.3454.251131
六胜塔	66.363.1917
六胜塔	66.36371.191794
文笔峰	66.3797.209
文笔峰	66.3797.209071
六郎碑	66.40352.1438
六郎碑	66.40352.143812
文溯阁	66.444356.429
文溯阁	66.444356.429080
文游台	66.446.548
文游台	66.446038.5480
文庙	66.478
文庙	66.4783
文通塔	66.542.1917
文通塔	66.542514.191794
文台宝塔	66.548.4611.1917
文台宝塔	66.5480.46114.191794
六部桥	66.6180.129
六部桥	66.618052.129432
文星阁	66.8137.429
文星阁	66.81371.429080
六和塔	66.9.1917
六和塔	66.9280.191794
六盘山国家森林公园	66.938.20.2.46.121212.1212.3454.251
六盘山国家森林公园	66.9384.20.251141.4613.121212.1212.3454.251131
六盘水	66.938.253
六盘水	66.9384.2534
斋宫	661.4680
斋宫	661322.468080
刘胡兰纪念馆	662.128036.43.555.34456.304
刘胡兰纪念馆	6622.128036.43.55515.344565.304621
刘氏泉	662.3515.3812
刘氏泉	6622.3515.381254
刘氏庄园博物馆	662.3515.4719.251.121254.313.304
刘氏庄园博物馆	6622.3515.4719.251131.121254.313533.304621
刘庄	662.4719
刘庄	6622.4719
齐王寨	6632.11.467812
齐云山	6632.1154.20
交河古城	6634.441.1280.1913
交河古城	6634.441802.1280.191354
毛彭水尖山国家森林公园	97.7933.253.2341.20.2.46.121212.1212.3454.251
毛彭水尖山国家森林公园	97.79333.2534.234134.20.251141.4613.121212.1212.3454.251131
毛伊岛	97.32013.962
毛伊岛	97.32013.9620
毛伦	97.32343
毛伦	97.323435
毛公山	97.3454.20
毛主席纪念堂	97.411.47182.555.34456.2419
毛主席纪念堂	97.411.471825.55515.344565.2419
毛泽东故居	97.445412.152.12809.0712
毛泽东故居	97.445412.15234.128090.071280
毛淡棉	97.4469.1238
毛淡棉	97.446969.123815
毛家埠	97.46.19325
毛家埠	97.4613.193252
毛里求斯	97.812.1241.7033
毛里求斯	97.81211.124134.7033
毛里求斯岛	97.812.1241.7033.962
毛里求斯岛	97.81211.124134.7033.9620
毛里塔尼亚	97.812.1917.0735.122
毛里塔尼亚	97.81211.191794.0735.122
米开朗基罗广场	68.78.40336.701.849.47.1953
米开朗基罗广场	68.78.40336.7019.8490.47.19533
米元章墓	68.1135.61811.178119
米元章墓	68.1135.618112.178119
米亚罗	68.122.849
米亚罗	68.122.8490
米克诺斯岛	68.12803.40173.7033.962
米克诺斯岛	68.128035.401710.7033.9620
米苏拉塔市	68.1753.1061.1917.4125
米苏拉塔市	68.175344.1061.191794.4125
米奥科尼	68.3256.924.0735
米奥科尼	68.325684.924412.0735
米德尔斯伯勒	68.3312.3523.7033.32381.1853
米德尔斯伯勒	68.331285.35234.7033.32381.1853
米德兰	68.3312.43
米德兰	68.331285.43
米尔福德港	68.3523.621.3312.44183
米尔福德港	68.35234.621803.331285.441835
米兰	68.43
米库米动物园	68.477.68.11545.313.251
米库米动物园	68.4777.68.115453.313533.251131
米纳卡布斯	68.5525.2124.1325.7033
米纳卡布斯	68.552534.2124.1325.7033
米纳卡普	68.5525.2124.4322
米纳卡普	68.552534.2124.432281
米耶斯都拉公园	68.7252.7033.193.1061.3454.251
米耶斯都拉公园	68.7252.7033.193812.1061.3454.251131
米里	68.812
米里	68.81211
米罗神庙	68.849.6283.478
米罗神庙	68.8490.6283.4783
断桥残雪	6853.129.1311.160
断桥残雪	68533.129432.131154.1601
火山口公园	69.20.80.3454.251
火山口公园	69.20.80.3454.251131
火焰山	69.6935.20
火焰山	69.693598.20
炳灵寺石窟	69125.016.19124.14.4607
炳灵寺石窟	691254.0169.19124.14.460702
烧味场	6915.80112.1953
烧味场	691535.80112.19533
烧锅营子燕长城址	6915.9180.17458.58.1880.3154.1913.1921
烧锅营子燕长城址	691535.918024.174580.58.188029.3154.191354.1921
烟霞三洞	6925.1607.111.4425
烟霞三洞	692511.1607.111.442510
烟波致爽	6925.4453.1541.1343
烟波致爽	692511.445324.154190.134344
烟台	6925.548
烟台	692511.5480
炎帝陵	696.6125.5219
炎帝陵	6969.6125.521930
基克拉泽斯	701.12803.1061.445412.7033
基克拉泽斯	7019.128035.1061.445412.7033
基特韦	701.3119.1152
基特韦	7019.311914.1152
基伍湖	701.321251.44128
基伍湖	7019.321251.441286
基希讷乌	701.3413.4025.3551
基希讷乌	7019.341325.402534.3551
基尔	701.3523
基尔	7019.35234
基尔代尔	701.3523.32154.3523
基尔代尔	7019.35234.32154.35234
基尔库克	701.3523.477.12803
基尔库克	7019.35234.4777.128035
基洛瓦坎	701.4490.79.19353
基洛瓦坎	7019.449080.79.193534
基度山城	701.4718.20.1913
基度山城	7019.471854.20.191354
基隆	701.52901
基隆	7019.529011
基加利市	701.538.922.4125
基加利市	7019.5380.9222.4125
基桑加尼	701.54545.538.0735
基桑加尼	7019.545452.5380.0735
基纳巴卢公园	701.5525.5215.210.3454.251
基纳巴卢公园	7019.552534.5215.2107.3454.251131
基斯马尤	701.7033.50.1354
基斯马尤	7019.7033.50.1354
基辅	701.7712
基辅	7019.771254
基辅圣索菲亚教堂	701.7712.5419.1245.1723.122.1935.2419
基辅圣索菲亚教堂	7019.771254.5419.124554.1723.122.193580.2419
基里菲	701.812.1723
基里菲	7019.81211.1723
基里巴斯	701.812.5215.7033
基里巴斯	7019.81211.5215.7033
基督城	701.875.1913
基督城	7019.875482.191354
基督教泉南堂	701.875.1935.3812.1225.2419
基督教泉南堂	7019.875482.193580.381254.122542.2419
基多	701.909
基多	7019.9090
斯拉尼	7033.1061.0735
斯拉沃尼亚布罗德	7033.1061.4494.0735.122.1325.849.3312
斯拉沃尼亚布罗德	7033.1061.4494.0735.122.1325.8490.331285
斯克基达	7033.12803.701.13445
斯克基达	7033.128035.7019.134454
斯威士兰	7033.1315.19.43
斯威士兰	7033.131594.19.43
斯大林故居	7033.134.1212.12809.0712
斯大林故居	7033.134.1212.128090.071280
斯大林公园	7033.134.1212.3454.251
斯大林公园	7033.134.1212.3454.251131
斯莱戈	7033.17168.1534
斯塔万格	7033.1917.153.1290
斯塔万格	7033.191794.153.129080
斯坎德培广场	7033.19353.3312.1961.47.1953
斯坎德培广场	7033.193534.331285.196180.47.19533
斯坦利港	7033.19811.922.44183
斯坦利港	7033.19811.9222.441835
斯凯利格迈克尔岛修道院	7033.2051.922.1290.15345.12803.3523.962.322.4338.524
斯凯利格迈克尔岛修道院	7033.205155.9222.129080.153454.128035.35234.9620.322903.433824.524615
斯特拉斯堡	7033.3119.1061.7033.328019
斯特拉斯堡	7033.311914.1061.7033.328019
斯德哥尔摩	7033.3312.1802.3523.471217
斯德哥尔摩	7033.331285.180212.35234.471217
斯诺瑙斯亚	7033.40173.1105.7033.122
斯诺瑙斯亚	7033.401710.110531.7033.122
斯诺墓	7033.40173.178119
斯诺墓	7033.401710.178119
斯普利特	7033.4322.922.3119
斯普利特	7033.432281.9222.311914
斯洛伐克	7033.4490.32153.12803
斯洛伐克	7033.449080.321534.128035
斯洛文尼亚	7033.4490.66.0735.122
斯洛文尼亚	7033.449080.66.0735.122
斯摩棱斯克	7033.471217.12193.7033.12803
斯摩棱斯克	7033.471217.121930.7033.128035
斯库格墓地	7033.477.1290.178119.195
斯库格墓地	7033.4777.129080.178119.19525
斯库台	7033.477.548
斯库台	7033.4777.5480
斯库台古城堡	7033.477.548.1280.1913.328019
斯库台古城堡	7033.4777.5480.1280.191354.328019
斯库台湖	7033.477.548.44128
斯库台湖	7033.4777.5480.441286
斯马拉	7033.50.1061
斯巴达	7033.5215.13445
斯巴达	7033.5215.134454
斯旺西	7033.8111.74
斯里兰卡	7033.812.43.2124
斯里兰卡	7033.81211.43.2124
斯里巴加湾市	7033.812.5215.538.44665.4125
斯里巴加湾市	7033.81211.5215.5380.446657.4125
斯利文	7033.922.66
斯利文	7033.9222.66
斯科普里	7033.924.4322.812
斯科普里	7033.924412.432281.81211
丰林保护区	71.1212.3280.1067.1345
丰林保护区	71.1212.328012.1067.1345
丰博尼	71.121254.0735
丰都鬼城	71.193.99.1913
丰都鬼城	71.193812.99.191354
丰都鬼城名山风景区	71.193.99.1913.90.20.353.814.1345
丰都鬼城名山风景区	71.193812.99.191354.9080.20.3534.814124.1345
丰沙尔	71.442.3523
丰沙尔	71.442343.35234
青云洞	71.1154.4425
青云洞	712511.1154.442510
青龙塔	71.13534.1917
青龙塔	712511.13534.191794
青龙倒吸水	71.13534.3215.80354.253
青龙倒吸水	712511.13534.321542.80354.2534
青龙瀑布	71.13534.448114.1325
青龙瀑布	712511.13534.448114.1325
青莲寺	71.177.19124
青莲寺	712511.177744.19124
青城山	71.1913.20
青城山	712511.191354.20
青山湾	71.20.44665
青山湾	712511.20.446657
青岩	71.2014
青岩	712511.2014
青蛇	71.264
青蛇	712511.264635
青羊宫	71.432.4680
青羊宫	712511.432.468080
青海湖	71.4431.44128
青海湖	712511.443106.441286
青马大桥	71.50.134.129
青马大桥	712511.50.134.129432
青铜峡塔	71.912.20143.1917
青铜峡塔	712511.912510.201434.191794
青岛	71.962
青岛	712511.9620
静园	712.251
静园	712512.251131
静安寺	712.465.19124
静安寺	712512.4659.19124
静心斋	712.65.661
静心斋	712512.65.661322
静明园	712.8136.251
静明园	712512.8136.251131
敖东城	715390.152.1913
敖东城	715390.15234.191354
敖德萨	715390.3312.17526
敖德萨	715390.331285.175263
鳌园	715395.251
鳌园	715395.251131
耦园	718.251
耦园	718124.251131
麦德林城	719.3312.1212.1913
麦德林城	7190.331285.1212.191354
麦加	719.538
麦加	7190.5380
麦纳麦	719.5525.719
麦纳麦	7190.552534.7190
麦纳麦市	719.5525.719.4125
麦纳麦市	7190.552534.7190.4125
麦田怪圈	719.83.4954.254
麦田怪圈	7190.83.495419.254351
麦积山石窟	719.92803.20.14.4607
麦积山石窟	7190.928034.20.14.460702
颐和园	721.9.251
颐和园	721328.9280.251131
卧龙桥	722.13534.129
卧龙桥	7224.13534.129432
卧龙山	722.13534.20
卧龙山	7224.13534.20
卧牛泉	722.31.3812
卧牛泉	7224.31.381254
卧佛寺	722.3257.19124
卧佛寺	7224.325732.19124
联合国欧洲总部	724.94.2.13453.44434.438.6180
联合国欧洲总部	724334.94.251141.134534.444342.438065.618052
耶路撒冷	7252.299.10182.4134
耶路撒冷	7252.299080.101820.413444
耶律楚材墓	7252.330.12120.12123.178119
耶律楚材墓	7252.3301.121208.12123.178119
耶尔火山	7252.3523.69.20
耶尔火山	7252.35234.69.20
耶尔嘎瓦	7252.3523.80138.79
耶尔嘎瓦	7252.35234.801384.79
耶塞尼克	7252.46781.0735.12803
耶塞尼克	7252.467819.0735.128035
耶稣山	7252.959.20
耶稣山	7252.9592.20
聂耳公园	725454.72.3454.251
聂耳公园	725454.72.3454.251131
聂耳文化广场	725454.72.66.3235.47.1953
聂耳文化广场	725454.72.66.3235.47.19533
